Feature,category,Method
202493,canola,VIP+FoldChange
202500,spice,VIP+FoldChange
202532,"cardamom, lavender, parsley",VIP+FoldChange
202534,parsley,VIP+FoldChange
202552,betel nut,VIP+FoldChange
202559,"hing powder, chive blossom",VIP+FoldChange
202580,chive blossom,VIP+FoldChange
202587,spice,VIP+FoldChange
202611,trout,VIP+FoldChange
202612,trout,VIP+FoldChange
202677,chard,VIP+FoldChange
202753,potato leaf,VIP+FoldChange
202792,ginger,VIP+FoldChange
202809,spice,VIP+FoldChange
202858,canola,VIP+FoldChange
202889,curry plant,VIP+FoldChange
202907,kumquat,VIP+FoldChange
202910,curry plant,VIP+FoldChange
202913,curry plant,VIP+FoldChange
202917,curry plant,VIP+FoldChange
202934,"hing powder, chive blossom",VIP+FoldChange
202948,cloves,VIP+FoldChange
202967,"basil, pomelo, potato",VIP+FoldChange
20298,raspberry,VIP+FoldChange
202988,"rosemary, avocado",VIP+FoldChange
202994,chard,VIP+FoldChange
202998,"spice, tarragon",VIP+FoldChange
203022,"sage, rosemary",VIP+FoldChange
203024,betel nut,VIP+FoldChange
203028,rosemary,VIP+FoldChange
203064,tarragon,VIP+FoldChange
203134,"sage, rosemary",VIP+FoldChange
203135,"sage, rosemary",VIP+FoldChange
203141,avocado,VIP+FoldChange
203177,pomelo,VIP+FoldChange
203190,rosemary,VIP+FoldChange
203191,"cauliflower, chard",VIP+FoldChange
203202,pomelo,VIP+FoldChange
203206,"grapefruit, pomelo",VIP+FoldChange
203215,kohlrabi,VIP+FoldChange
203219,"sage, rosemary",VIP+FoldChange
20322,raspberry,VIP+FoldChange
203225,turmeric,VIP+FoldChange
203235,rosemary,VIP+FoldChange
203238,rosemary,VIP+FoldChange
203240,"cannabis leaf, dill flower, dill",VIP+FoldChange
203241,canola,VIP+FoldChange
20330,yogurt_cow,VIP+FoldChange
203303,canola,VIP+FoldChange
203311,betel nut,VIP+FoldChange
203324,pomelo,VIP+FoldChange
203339,rosemary,VIP+FoldChange
203347,"grain_fermented, ginger",VIP+FoldChange
203355,ginger,VIP+FoldChange
203365,pine nut,VIP+FoldChange
203366,pine nut,VIP+FoldChange
203368,carrot,VIP+FoldChange
203388,trout,VIP+FoldChange
203391,"basil, sesame, thyme",VIP+FoldChange
203402,fig,VIP+FoldChange
203416,tomato,VIP+FoldChange
203422,onion,VIP+FoldChange
203425,"apricot, canola",VIP+FoldChange
203432,rosemary,VIP+FoldChange
203437,"onion, chive blossom",VIP+FoldChange
203447,veal,VIP+FoldChange
203466,turmeric,VIP+FoldChange
203475,rosemary,VIP+FoldChange
203477,rosemary,VIP+FoldChange
203486,canola,VIP+FoldChange
20351,cheddar cheese,VIP+FoldChange
203512,"cardamom, lavender",VIP+FoldChange
203515,"thyme, dill",VIP+FoldChange
20356,carrot,VIP+FoldChange
203561,"rosemary, curry plant",VIP+FoldChange
203619,pomelo,VIP+FoldChange
203624,betel nut,VIP+FoldChange
203639,curry plant,VIP+FoldChange
203641,curry plant,VIP+FoldChange
203642,curry plant,VIP+FoldChange
203662,"spinach, kale, watercress",VIP+FoldChange
20367,marigold,VIP+FoldChange
203672,"thyme, dill flower, dill",VIP+FoldChange
203682,avocado,VIP+FoldChange
203694,tarragon,VIP+FoldChange
203766,spice,VIP+FoldChange
203771,spice,VIP+FoldChange
203776,potato leaf,VIP+FoldChange
203782,banana,VIP+FoldChange
203796,dill flower,VIP+FoldChange
203808,eggplant,VIP+FoldChange
203817,"fig, ginger",VIP+FoldChange
203846,parsley,VIP+FoldChange
203852,ginger,VIP+FoldChange
203868,chard,VIP+FoldChange
203869,banana,VIP+FoldChange
203884,"pea, garlic powder",VIP+FoldChange
203888,"apricot, canola",VIP+FoldChange
203905,"mushroom, pine nut",VIP+FoldChange
203906,"sage, rosemary",VIP+FoldChange
203907,"sage, rosemary",VIP+FoldChange
203927,"chard, kale, fennel",VIP+FoldChange
204013,rosemary,VIP+FoldChange
204054,"canola, milk_goat",VIP+FoldChange
204074,borage leaf,VIP+FoldChange
20409,oregano,VIP+FoldChange
204090,"thyme, dill",VIP+FoldChange
204104,"guava, cannabis leaf, dill flower",VIP+FoldChange
204110,ginger,VIP+FoldChange
204159,spice,VIP+FoldChange
204160,spice,VIP+FoldChange
204165,spice,VIP+FoldChange
204166,spice,VIP+FoldChange
204167,spice,VIP+FoldChange
204184,chard,VIP+FoldChange
204190,rosemary,VIP+FoldChange
204226,curry plant,VIP+FoldChange
204232,curry plant,VIP+FoldChange
204239,curry plant,VIP+FoldChange
20427,cherry,VIP+FoldChange
204276,spice,VIP+FoldChange
204295,"spice, tarragon",VIP+FoldChange
204299,tarragon,VIP+FoldChange
204300,tarragon,VIP+FoldChange
204309,betel nut,VIP+FoldChange
204337,spice,VIP+FoldChange
204338,spice,VIP+FoldChange
204357,"poppy seed, cloves",VIP+FoldChange
204383,"grapefruit, pomelo",VIP+FoldChange
204416,cocoa seed,VIP+FoldChange
204421,"sage, rosemary",VIP+FoldChange
204458,"grapefruit, pomelo",VIP+FoldChange
204517,canola,VIP+FoldChange
204540,avocado,VIP+FoldChange
204544,"spice, potato",VIP+FoldChange
204556,pine nut,VIP+FoldChange
204563,spice,VIP+FoldChange
204564,"hing powder, chive blossom",VIP+FoldChange
204586,milk_goat,VIP+FoldChange
204599,chard,VIP+FoldChange
204623,"grapefruit, pomelo",VIP+FoldChange
20463,peanut,VIP+FoldChange
204631,"fig, ginger",VIP+FoldChange
204651,"cardamom, parsley",VIP+FoldChange
204652,"chard, brussel sprout, kohlrabi",VIP+FoldChange
204663,"grapefruit, pomelo",VIP+FoldChange
204672,turmeric,VIP+FoldChange
204700,trout,VIP+FoldChange
204702,"chard, spinach, cannabis leaf, thyme, fennel, mushroom plant",VIP+FoldChange
204756,"cardamom, lavender",VIP+FoldChange
204776,"grapefruit, pomelo",VIP+FoldChange
204839,poppy seed,VIP+FoldChange
204861,mushroom,VIP+FoldChange
204870,spice,VIP+FoldChange
204875,spice,VIP+FoldChange
204876,spice,VIP+FoldChange
204877,spice,VIP+FoldChange
20489,trout,VIP+FoldChange
204903,ginger,VIP+FoldChange
204958,"cardamom, potato leaf",VIP+FoldChange
20500,raspberry,VIP+FoldChange
205028,curry plant,VIP+FoldChange
205031,curry plant,VIP+FoldChange
205053,celery,VIP+FoldChange
205057,chard,VIP+FoldChange
205096,chard,VIP+FoldChange
205112,"celery, borage leaf, dill, parsley",VIP+FoldChange
20512,mushroom,VIP+FoldChange
205134,wheat,VIP+FoldChange
205155,tarragon,VIP+FoldChange
205164,spice,VIP+FoldChange
205173,turmeric,VIP+FoldChange
205196,canola,VIP+FoldChange
205214,"spice, tarragon",VIP+FoldChange
205235,avocado,VIP+FoldChange
205269,"canola, milk_goat",VIP+FoldChange
205297,trout,VIP+FoldChange
205310,trout,VIP+FoldChange
20532,raspberry,VIP+FoldChange
205374,persimmon,VIP+FoldChange
205376,"cilantro, spinach, kale, fennel",VIP+FoldChange
205402,cloves,VIP+FoldChange
205414,"langostino, potato",VIP+FoldChange
205416,ginger,VIP+FoldChange
205437,hing powder,VIP+FoldChange
205590,tomato,VIP+FoldChange
205593,veal,VIP+FoldChange
205630,"guava, cannabis leaf",VIP+FoldChange
205631,"kale, watercress",VIP+FoldChange
205639,banana,VIP+FoldChange
205667,veal,VIP+FoldChange
205691,cardamom,VIP+FoldChange
205710,banana,VIP+FoldChange
205711,banana,VIP+FoldChange
205767,banana,VIP+FoldChange
2058,melon,VIP+FoldChange
205806,chia,VIP+FoldChange
20581,trout,VIP+FoldChange
205821,avocado,VIP+FoldChange
205854,"sesame seed, veal",VIP+FoldChange
205863,chia,VIP+FoldChange
205868,oat,VIP+FoldChange
205871,kale,VIP+FoldChange
205911,cannabis leaf,VIP+FoldChange
205964,"borage flower, guava, cannabis leaf",VIP+FoldChange
205969,cardamom,VIP+FoldChange
205998,curry plant,VIP+FoldChange
205999,curry plant,VIP+FoldChange
206000,curry plant,VIP+FoldChange
206002,curry plant,VIP+FoldChange
206003,curry plant,VIP+FoldChange
206007,mandarin,VIP+FoldChange
206008,celery,VIP+FoldChange
206028,turmeric,VIP+FoldChange
206030,canola,VIP+FoldChange
206036,avocado,VIP+FoldChange
206038,avocado,VIP+FoldChange
206046,tarragon,VIP+FoldChange
206047,tarragon,VIP+FoldChange
206166,strawberry,VIP+FoldChange
20617,bean,VIP+FoldChange
206182,canola,VIP+FoldChange
206188,"mushroom, cannabis leaf",VIP+FoldChange
20619,beet,VIP+FoldChange
206231,turmeric,VIP+FoldChange
206232,trout,VIP+FoldChange
206243,sugarcane,VIP+FoldChange
206251,canola,VIP+FoldChange
206337,kohlrabi,VIP+FoldChange
206397,"chard, cannabis leaf, thyme, fennel, mushroom plant",VIP+FoldChange
206400,"cardamom, dill",VIP+FoldChange
206433,"hing powder, garlic powder",VIP+FoldChange
206436,persimmon,VIP+FoldChange
206438,rosemary,VIP+FoldChange
206448,fennel,VIP+FoldChange
206451,rosemary,VIP+FoldChange
206455,curry plant,VIP+FoldChange
206481,spice,VIP+FoldChange
206484,canola,VIP+FoldChange
206485,fig,VIP+FoldChange
20651,onion,VIP+FoldChange
206523,guava,VIP+FoldChange
206561,betel nut,VIP+FoldChange
206563,"spice, tarragon",VIP+FoldChange
206591,spice,VIP+FoldChange
206593,"canola, milk_goat",VIP+FoldChange
206595,"chard, fennel",VIP+FoldChange
206623,cloves,VIP+FoldChange
206631,rosemary,VIP+FoldChange
206632,"rosemary, kale",VIP+FoldChange
206669,potato,VIP+FoldChange
206683,cannabis leaf,VIP+FoldChange
206688,"strawberry, chia",VIP+FoldChange
20675,"garlic, garlic powder",VIP+FoldChange
206757,spice,VIP+FoldChange
206797,rosemary,VIP+FoldChange
206825,ginger,VIP+FoldChange
206836,apricot,VIP+FoldChange
206837,potato leaf,VIP+FoldChange
206842,"apricot, potato",VIP+FoldChange
206846,arugula,VIP+FoldChange
206858,avocado,VIP+FoldChange
206860,"spinach, avocado",VIP+FoldChange
206862,betel nut,VIP+FoldChange
206917,curry plant,VIP+FoldChange
20692,infusion,VIP+FoldChange
206920,curry plant,VIP+FoldChange
206921,curry plant,VIP+FoldChange
206928,"borage flower, guava, cannabis leaf",VIP+FoldChange
20694,pine nut,VIP+FoldChange
206944,cardamom,VIP+FoldChange
206949,sage,VIP+FoldChange
206952,fennel,VIP+FoldChange
206958,spinach,VIP+FoldChange
206976,fennel,VIP+FoldChange
206984,egg_chicken,VIP+FoldChange
206992,cardamom,VIP+FoldChange
206995,"mint, watercress, fennel, tarragon",VIP+FoldChange
20704,garlic powder,VIP+FoldChange
207042,milk_goat,VIP+FoldChange
207055,kohlrabi,VIP+FoldChange
207059,canola,VIP+FoldChange
207068,spice,VIP+FoldChange
207088,rosemary,VIP+FoldChange
207091,rosemary,VIP+FoldChange
207092,sage,VIP+FoldChange
207097,"brussel sprout, kohlrabi",VIP+FoldChange
207119,"mint, watercress, fennel, tarragon",VIP+FoldChange
207120,"borage flower, cannabis leaf, marigold, dill flower, dill",VIP+FoldChange
20713,"onion, chive stem, chive blossom",VIP+FoldChange
207133,"nasturtium, fennel, potato leaf",VIP+FoldChange
207139,"cardamom, betel nut",VIP+FoldChange
207146,spice,VIP+FoldChange
207171,veal,VIP+FoldChange
207193,"mint, watercress, fennel, tarragon",VIP+FoldChange
207222,turmeric,VIP+FoldChange
207224,"mint, watercress, fennel, tarragon",VIP+FoldChange
207257,apple,VIP+FoldChange
207260,"spice, sesame, tarragon",VIP+FoldChange
207272,betel nut,VIP+FoldChange
207278,"basil, nasturtium, fennel, mushroom plant",VIP+FoldChange
207286,fig,VIP+FoldChange
207293,"ginger, cannabis leaf",VIP+FoldChange
207313,canola,VIP+FoldChange
207318,curry plant,VIP+FoldChange
207324,canola,VIP+FoldChange
207328,potato,VIP+FoldChange
207330,curry plant,VIP+FoldChange
207341,cannabis leaf,VIP+FoldChange
207362,avocado,VIP+FoldChange
207378,"spice, tarragon",VIP+FoldChange
207383,"betel nut, poppy seed",VIP+FoldChange
2074,cucumber,VIP+FoldChange
207411,banana,VIP+FoldChange
207412,"guava, cannabis leaf",VIP+FoldChange
207430,spice,VIP+FoldChange
207442,banana,VIP+FoldChange
207446,fennel,VIP+FoldChange
207489,sage,VIP+FoldChange
207510,cannabis leaf,VIP+FoldChange
207522,"turmeric, cloves",VIP+FoldChange
207537,"rosemary, lavender",VIP+FoldChange
207545,chard,VIP+FoldChange
207551,apricot,VIP+FoldChange
207554,potato,VIP+FoldChange
207564,milk_goat,VIP+FoldChange
207565,milk_goat,VIP+FoldChange
207567,betel nut,VIP+FoldChange
207585,turmeric,VIP+FoldChange
207590,dill flower,VIP+FoldChange
207592,potato,VIP+FoldChange
207615,parsley,VIP+FoldChange
207627,fig,VIP+FoldChange
207648,milk_goat,VIP+FoldChange
207682,apricot,VIP+FoldChange
207689,sage,VIP+FoldChange
207713,turmeric,VIP+FoldChange
207714,avocado,VIP+FoldChange
207767,curry plant,VIP+FoldChange
207771,curry plant,VIP+FoldChange
207782,"apricot, canola",VIP+FoldChange
207787,rosemary,VIP+FoldChange
207838,veal,VIP+FoldChange
207879,betel nut,VIP+FoldChange
207928,cauliflower,VIP+FoldChange
207942,"persimmon, thyme",VIP+FoldChange
207944,"curry plant, fennel",VIP+FoldChange
207995,"celery, turmeric",VIP+FoldChange
208013,sugarcane,VIP+FoldChange
208056,thyme,VIP+FoldChange
208069,"oat, poppy seed, cloves",VIP+FoldChange
208085,banana,VIP+FoldChange
208095,"cauliflower, chia",VIP+FoldChange
208106,betel nut,VIP+FoldChange
208119,curry plant,VIP+FoldChange
208121,"brussel sprout, watercress",VIP+FoldChange
208146,betel nut,VIP+FoldChange
208147,"sweet potato, betel nut",VIP+FoldChange
20816,hing powder,VIP+FoldChange
208173,"cauliflower, chia",VIP+FoldChange
208190,betel nut,VIP+FoldChange
208205,canola,VIP+FoldChange
208246,cloves,VIP+FoldChange
208293,"mushroom, curry plant",VIP+FoldChange
208304,rosemary,VIP+FoldChange
208318,"sage, rosemary",VIP+FoldChange
208327,betel nut,VIP+FoldChange
208340,brussel sprout,VIP+FoldChange
208364,sugarcane,VIP+FoldChange
208385,spice,VIP+FoldChange
208403,watercress,VIP+FoldChange
208411,canola,VIP+FoldChange
208496,cauliflower,VIP+FoldChange
208517,"canola, milk_goat",VIP+FoldChange
20852,"onion, chive stem, chive blossom",VIP+FoldChange
208540,rosemary,VIP+FoldChange
208548,banana,VIP+FoldChange
208575,ginger,VIP+FoldChange
208576,canola,VIP+FoldChange
208613,betel nut,VIP+FoldChange
208636,grain_fermented,VIP+FoldChange
208659,canola,VIP+FoldChange
208661,brussel sprout,VIP+FoldChange
208674,dill,VIP+FoldChange
208682,trout,VIP+FoldChange
208685,spice,VIP+FoldChange
208690,"sweet potato, betel nut",VIP+FoldChange
208706,beet,VIP+FoldChange
208710,banana,VIP+FoldChange
208718,curry plant,VIP+FoldChange
208758,sumac,VIP+FoldChange
208763,curry plant,VIP+FoldChange
208772,curry plant,VIP+FoldChange
208773,curry plant,VIP+FoldChange
208777,curry plant,VIP+FoldChange
208779,curry plant,VIP+FoldChange
208783,curry plant,VIP+FoldChange
208784,curry plant,VIP+FoldChange
208821,jicama,VIP+FoldChange
208867,sage,VIP+FoldChange
208870,cherry,VIP+FoldChange
208893,pine nut,VIP+FoldChange
208901,rosemary,VIP+FoldChange
208903,"rosemary, oregano",VIP+FoldChange
208908,sugarcane,VIP+FoldChange
20894,"oregano, marjoram",VIP+FoldChange
208943,banana,VIP+FoldChange
208948,egg_chicken,VIP+FoldChange
208958,kale,VIP+FoldChange
208967,cannabis leaf,VIP+FoldChange
209006,radish greens,VIP+FoldChange
209027,pear,VIP+FoldChange
209101,canola,VIP+FoldChange
209110,potato,VIP+FoldChange
209145,rosemary,VIP+FoldChange
209149,"kale, fennel",VIP+FoldChange
209173,"turmeric, spice",VIP+FoldChange
209201,celery,VIP+FoldChange
209208,"oat, poppy seed",VIP+FoldChange
209210,"oat, poppy seed",VIP+FoldChange
20922,cheddar cheese,VIP+FoldChange
209284,curry plant,VIP+FoldChange
209294,milk_goat,VIP+FoldChange
209310,milk_goat,VIP+FoldChange
209360,"grape, thyme",VIP+FoldChange
209370,"chard, mint, watercress, fennel, tarragon",VIP+FoldChange
20939,blueberry,VIP+FoldChange
209416,kohlrabi,VIP+FoldChange
20942,squash,VIP+FoldChange
209429,"oat, poppy seed",VIP+FoldChange
209459,betel nut,VIP+FoldChange
209473,oregano,VIP+FoldChange
209486,fig,VIP+FoldChange
209494,rosemary,VIP+FoldChange
209505,rosemary,VIP+FoldChange
209514,canola,VIP+FoldChange
209523,"sage, rosemary",VIP+FoldChange
209525,canola,VIP+FoldChange
209538,langostino,VIP+FoldChange
209591,borage leaf,VIP+FoldChange
209616,milk_goat,VIP+FoldChange
209651,"rosemary, cloves",VIP+FoldChange
209670,cherry,VIP+FoldChange
209704,sugarcane,VIP+FoldChange
209714,trout,VIP+FoldChange
209751,cream,VIP+FoldChange
209756,curry plant,VIP+FoldChange
209760,"curry plant, fennel, tarragon",VIP+FoldChange
209782,"spice, tarragon",VIP+FoldChange
209784,"chard, cannabis leaf, fennel",VIP+FoldChange
209786,persimmon,VIP+FoldChange
209790,"sugarcane, sesame seed, cranberry",VIP+FoldChange
20993,guava,VIP+FoldChange
209932,strawberry,VIP+FoldChange
209943,turmeric,VIP+FoldChange
209967,"spice, tarragon",VIP+FoldChange
209977,thyme,VIP+FoldChange
209994,cauliflower,VIP+FoldChange
210,grain_fermented,VIP+FoldChange
210017,spice,VIP+FoldChange
210043,grape,VIP+FoldChange
210063,"dill flower, dill",VIP+FoldChange
210064,"potato, poppy seed",VIP+FoldChange
210084,curry plant,VIP+FoldChange
210109,"nasturtium, fennel, mushroom plant, potato leaf",VIP+FoldChange
21011,squash,VIP+FoldChange
21012,eggplant,VIP+FoldChange
210196,poppy seed,VIP+FoldChange
210197,spice,VIP+FoldChange
21021,marigold,VIP+FoldChange
210223,cauliflower,VIP+FoldChange
210230,curry plant,VIP+FoldChange
210231,egg_chicken,VIP+FoldChange
210252,"guava, cannabis leaf, marigold",VIP+FoldChange
210254,banana,VIP+FoldChange
210291,kohlrabi,VIP+FoldChange
210314,curry plant,VIP+FoldChange
210322,canola,VIP+FoldChange
210324,cardamom,VIP+FoldChange
210389,turmeric,VIP+FoldChange
210392,curry plant,VIP+FoldChange
210399,curry plant,VIP+FoldChange
210400,curry plant,VIP+FoldChange
210402,curry plant,VIP+FoldChange
210404,curry plant,VIP+FoldChange
210405,curry plant,VIP+FoldChange
210413,ground cherry,VIP+FoldChange
210415,trout,VIP+FoldChange
210419,spice,VIP+FoldChange
210420,spice,VIP+FoldChange
210421,spice,VIP+FoldChange
210504,spice,VIP+FoldChange
210522,"canola, milk_goat",VIP+FoldChange
210571,"poppy seed, cannabis leaf",VIP+FoldChange
210609,"spinach, kohlrabi, kale",VIP+FoldChange
210638,canola,VIP+FoldChange
210650,spice,VIP+FoldChange
210656,spice,VIP+FoldChange
210658,spice,VIP+FoldChange
210660,spice,VIP+FoldChange
210682,chard,VIP+FoldChange
21069,"grain_fermented, marigold",VIP+FoldChange
210698,cauliflower,VIP+FoldChange
210701,spinach,VIP+FoldChange
210703,chard,VIP+FoldChange
210742,"rosemary, lavender",VIP+FoldChange
210743,rosemary,VIP+FoldChange
210751,milk_goat,VIP+FoldChange
210771,cranberry,VIP+FoldChange
210781,"nasturtium, fennel, mushroom plant",VIP+FoldChange
210817,"sage, rosemary",VIP+FoldChange
210829,rosemary,VIP+FoldChange
210833,"grape, squash",VIP+FoldChange
210836,sesame,VIP+FoldChange
210837,"broccoli, cauliflower, brussel sprout",VIP+FoldChange
210849,curry plant,VIP+FoldChange
210850,curry plant,VIP+FoldChange
210851,curry plant,VIP+FoldChange
210860,ground cherry,VIP+FoldChange
210861,"nasturtium, mushroom plant",VIP+FoldChange
210864,chard,VIP+FoldChange
210869,spice,VIP+FoldChange
210872,"rosemary, cardamom",VIP+FoldChange
210881,pine nut,VIP+FoldChange
210915,turmeric,VIP+FoldChange
210923,fig,VIP+FoldChange
210936,spice,VIP+FoldChange
210937,spice,VIP+FoldChange
210941,spice,VIP+FoldChange
210942,spice,VIP+FoldChange
210955,kohlrabi,VIP+FoldChange
210958,"langostino, potato leaf",VIP+FoldChange
210984,avocado,VIP+FoldChange
210992,fig,VIP+FoldChange
210999,rosemary,VIP+FoldChange
211002,canola,VIP+FoldChange
211007,apple,VIP+FoldChange
211012,banana,VIP+FoldChange
211020,cucumber,VIP+FoldChange
211080,"spinach, eggplant, kale",VIP+FoldChange
211091,"sage, rosemary, betel nut",VIP+FoldChange
211100,avocado,VIP+FoldChange
211108,"apricot, canola, milk_goat",VIP+FoldChange
211109,langostino,VIP+FoldChange
211115,"sage, rosemary",VIP+FoldChange
211116,"lavender, marjoram",VIP+FoldChange
211142,sumac,VIP+FoldChange
211164,"sage, rosemary",VIP+FoldChange
211171,langostino,VIP+FoldChange
211185,"apricot, canola",VIP+FoldChange
211191,rosemary,VIP+FoldChange
211192,melon,VIP+FoldChange
211199,"rosemary, betel nut",VIP+FoldChange
211207,langostino,VIP+FoldChange
211218,betel nut,VIP+FoldChange
211232,poppy seed,VIP+FoldChange
211251,milk_goat,VIP+FoldChange
211276,curry plant,VIP+FoldChange
211280,curry plant,VIP+FoldChange
211282,curry plant,VIP+FoldChange
211290,canola,VIP+FoldChange
211298,trout,VIP+FoldChange
211301,betel nut,VIP+FoldChange
211316,cherry,VIP+FoldChange
211324,spice,VIP+FoldChange
211325,spice,VIP+FoldChange
211328,spice,VIP+FoldChange
211329,spice,VIP+FoldChange
211341,nasturtium,VIP+FoldChange
211356,spice,VIP+FoldChange
211358,canola,VIP+FoldChange
21136,bean,VIP+FoldChange
211410,cauliflower,VIP+FoldChange
211412,"fig, potato leaf",VIP+FoldChange
211430,persimmon,VIP+FoldChange
